        19,         3,         6,         1,         4,         2,         0,         1,         2,         2
         2,        20,         2,        11,         0,         5,         0,         0,         2,         1
         0,         0,        12,         1,         0,         0,         0,         0,         0,         2
         0,         1,         1,         6,         0,         2,         1,         2,         0,         0
         1,         0,         0,         0,        15,         3,         5,         1,         1,         7
         5,         2,         0,         2,         3,        14,         1,         2,         1,         1
         1,         0,         2,         1,         5,         1,        23,         1,         2,         1
         0,         0,         0,         3,         0,         0,         0,        32,         0,         1
         0,         0,         0,         0,         2,         1,         0,         1,        21,         0
         0,         0,         0,         1,         5,         2,         1,         2,         3,        13
