      1402,        43,       152,        44,        39,       165,        88,        11,       461,       120
        69,      1834,        30,       376,        48,       445,         4,       110,       337,       186
       175,         4,      1384,       121,         6,        40,        94,        21,        52,        20
         5,        22,        92,      1155,         1,        75,         1,       246,        36,        28
        79,         2,        24,         7,      1144,       176,       122,        23,        51,        51
         4,         8,         5,        16,       309,       515,         1,       424,        45,       231
        36,         0,        71,        18,        62,        51,      1419,        16,        11,         5
         0,         4,        20,        49,         5,        63,         4,      1008,         4,        30
         8,        25,        23,        13,         9,        31,         4,         5,       695,       151
         2,         1,        10,        64,       120,        76,         1,        71,       119,       917
