        26,         0,         3,         0,         1,         1,         0,         0,         3,         3
         0,        26,         1,         5,         0,         2,         0,         0,         1,         2
         0,         0,        18,         0,         0,         0,         2,         2,         0,         1
         0,         0,         0,        17,         0,         0,         0,         1,         1,         0
         2,         0,         1,         0,        28,         2,         3,         1,         0,         1
         0,         0,         0,         1,         1,        22,         0,         2,         1,         5
         0,         0,         0,         1,         1,         1,        26,         0,         0,         0
         0,         0,         0,         1,         0,         0,         0,        35,         0,         0
         0,         0,         0,         0,         0,         1,         0,         0,        25,         1
         0,         0,         0,         1,         3,         1,         0,         1,         1,        15
