        22,         0,         2,         0,         3,         2,         0,         0,         0,         1
         0,        25,         0,         2,         1,         4,         0,         0,         0,         1
         5,         0,        18,         0,         0,         1,         4,         1,         0,         1
         0,         0,         0,        20,         0,         1,         0,         4,         1,         0
         0,         0,         0,         0,        20,         0,         2,         0,         0,         0
         0,         0,         0,         0,         0,        14,         0,         0,         0,         0
         0,         0,         0,         1,         1,         1,        24,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,        25,         0,         0
         1,         1,         0,         0,         5,         2,         0,         2,        28,         5
         0,         0,         3,         3,         4,         5,         1,        10,         3,        20
