        27,         2,         1,         0,         5,         4,         1,         2,         4,         3
         0,        24,         0,         7,         0,         4,         0,         0,         1,         3
         1,         0,        20,         1,         0,         0,         1,         1,         2,         1
         0,         0,         1,        17,         0,         0,         0,         4,         1,         0
         0,         0,         0,         0,        22,         3,         4,         0,         0,         1
         0,         0,         0,         0,         2,        17,         0,         0,         0,         2
         0,         0,         1,         1,         3,         1,        25,         0,         0,         1
         0,         0,         0,         0,         0,         1,         0,        35,         0,         1
         0,         0,         0,         0,         1,         0,         0,         0,        24,         1
         0,         0,         0,         0,         1,         0,         0,         0,         0,        15
