        25,         0,         4,         0,         4,         2,         2,         0,         0,         4
         0,        25,         1,         4,         1,         5,         1,         0,         2,         4
         0,         0,        16,         0,         0,         1,         0,         1,         2,         0
         0,         0,         1,        17,         0,         0,         0,         4,         0,         0
         2,         0,         0,         0,        23,         4,         1,         0,         1,         2
         0,         1,         0,         3,         0,        14,         0,         3,         0,         4
         0,         0,         0,         1,         4,         0,        27,         0,         0,         0
         0,         0,         0,         1,         0,         1,         0,        32,         0,         0
         1,         0,         0,         0,         0,         2,         0,         1,        21,         1
         0,         0,         1,         0,         2,         1,         0,         1,         6,        13
