        25,         4,         1,         0,        13,         5,         1,         1,         5,         6
         0,        21,         0,         2,         2,         8,         0,         0,         1,         9
         2,         0,        21,         0,         1,         1,         4,         1,         5,         4
         0,         1,         1,        22,         0,         1,         0,        12,         1,         0
         0,         0,         0,         0,        16,         2,         2,         1,         0,         0
         0,         0,         0,         0,         1,        11,         0,         0,         0,         2
         1,         0,         0,         1,         1,         1,        24,         0,         0,         0
         0,         0,         0,         1,         0,         1,         0,        27,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,        20,         1
         0,         0,         0,         0,         0,         0,         0,         0,         0,         6
