        24,         1,         0,         0,         3,         1,         1,         0,         3,         3
         0,        24,         1,         4,         0,         3,         0,         0,         1,         1
         2,         0,        20,         2,         0,         0,         2,         1,         0,         1
         0,         0,         0,        18,         0,         0,         0,         1,         0,         0
         2,         0,         1,         0,        24,         1,         3,         2,         0,         1
         0,         1,         0,         0,         2,        22,         0,         1,         0,         0
         0,         0,         0,         1,         1,         1,        25,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,        36,         0,         0
         0,         0,         1,         0,         0,         1,         0,         0,        26,         1
         0,         0,         0,         1,         4,         1,         0,         1,         2,        21
