        21,         0,         3,         3,         3,         3,         1,         1,         0,         5
         2,        21,         1,         5,         0,         6,         0,         0,         1,         2
         3,         0,        13,         2,         0,         2,         0,         0,         1,         2
         0,         2,         2,        13,         0,         1,         1,         5,         3,         0
         1,         0,         1,         0,        17,         2,         3,         1,         2,         4
         0,         2,         0,         0,         1,        10,         1,         2,         0,         4
         1,         0,         2,         1,         5,         1,        25,         4,         1,         0
         0,         1,         0,         2,         1,         3,         0,        26,         0,         0
         0,         0,         1,         0,         1,         1,         0,         1,        19,         0
         0,         0,         0,         0,         6,         1,         0,         2,         5,        11
