        16,         0,         6,         0,         2,         3,         1,         2,         2,         4
         1,        25,         1,        10,         0,         8,         1,         1,         2,         1
         4,         0,        13,         1,         0,         0,         0,         1,         0,         1
         0,         0,         1,        11,         0,         3,         0,         7,         2,         1
         5,         0,         1,         0,        19,         5,         3,         1,         3,         4
         2,         1,         0,         0,         2,         8,         1,         2,         0,         4
         0,         0,         1,         1,         5,         0,        25,         0,         0,         2
         0,         0,         0,         2,         0,         1,         0,        27,         0,         0
         0,         0,         0,         0,         2,         1,         0,         0,        18,         0
         0,         0,         0,         1,         4,         1,         0,         1,         5,        11
