        19,         1,         8,         1,         0,         5,         1,         0,         5,         5
         0,        25,         1,         9,         1,        10,         1,         2,         5,         4
         7,         0,        13,         1,         1,         1,         3,         0,         0,         2
         0,         0,         1,        14,         0,         5,         0,        10,         1,         2
         2,         0,         0,         0,        23,         3,         3,         2,         0,         5
         0,         0,         0,         0,         1,         2,         0,         1,         0,         2
         0,         0,         0,         1,         5,         1,        23,         0,         0,         0
         0,         0,         0,         0,         0,         1,         0,        26,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,        19,         1
         0,         0,         0,         0,         3,         2,         0,         1,         2,         7
