        22,         1,         6,         0,         1,         2,         1,         1,         3,         3
         1,        25,         0,        11,         1,         6,         0,         1,         1,         3
         1,         0,        13,         0,         0,         0,         1,         0,         0,         0
         0,         0,         1,        10,         0,         1,         0,         5,         1,         0
         3,         0,         1,         0,        24,         5,        10,         0,         0,         1
         0,         0,         1,         1,         0,        10,         0,         4,         0,         2
         0,         0,         0,         1,         1,         0,        18,         0,         0,         1
         0,         0,         0,         0,         0,         1,         0,        27,         0,         0
         1,         0,         1,         0,         1,         1,         0,         0,        21,         2
         0,         0,         0,         3,         6,         4,         1,         4,         6,        16
