        22,         0,         0,         0,         1,         1,         2,         0,         3,         5
         0,        26,         1,         2,         1,         2,         0,         1,         1,         3
         5,         0,        18,         0,         0,         0,         3,         0,         0,         0
         0,         0,         2,        21,         0,         0,         0,         2,         1,         0
         0,         0,         0,         0,        28,         4,         1,         0,         0,         1
         0,         0,         0,         2,         0,        19,         0,         1,         0,         0
         0,         0,         0,         0,         1,         2,        25,         3,         0,         0
         0,         0,         0,         1,         0,         0,         0,        32,         0,         0
         1,         0,         2,         0,         1,         0,         0,         1,        26,         1
         0,         0,         0,         0,         2,         2,         0,         2,         1,        18
