        18,         0,         0,         0,         0,         1,         1,         0,         2,         3
         0,        22,         1,         8,         0,         4,         0,         1,         4,         1
         7,         0,        20,         2,         1,         1,         2,         0,         1,         3
         0,         3,         2,        11,         1,         3,         1,        14,         2,         1
         0,         0,         0,         0,        12,         4,         0,         0,         0,         2
         0,         0,         0,         2,         2,         0,         0,         3,         0,         1
         2,         0,         0,         1,         6,         1,        27,         0,         0,         1
         0,         1,         0,         1,         0,         3,         0,        20,         0,         0
         0,         0,         0,         0,         2,         5,         0,         0,        15,         2
         1,         0,         0,         1,        10,         8,         0,         4,         8,        14
