        18,         0,         3,         0,         0,         3,         0,         1,         4,         1
         1,        24,         2,         3,         2,         5,         0,         1,         3,         1
         1,         0,        15,         1,         0,         0,         1,         0,         1,         1
         0,         0,         1,        19,         0,         1,         0,         7,         1,         1
         7,         0,         1,         0,        18,         4,         2,         0,         2,         5
         0,         0,         0,         1,         3,         6,         0,         4,         0,         4
         1,         0,         1,         0,         5,         3,        27,         0,         0,         0
         0,         1,         0,         1,         0,         4,         0,        27,         0,         0
         0,         0,         0,         0,         1,         0,         0,         0,        17,         3
         0,         1,         0,         1,         5,         4,         1,         2,         4,        12
