         7,        12,         7,         1,         1,         4,         2,         0,         1,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        21,        14,        16,        25,        33,        26,        29,        41,        31,        28
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         1,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
