        26,         0,         2,         0,         1,         0,         0,         1,         2,         5
         0,        26,         1,         4,         0,         2,         0,         0,         2,         7
         1,         0,        17,         0,         0,         0,         0,         0,         0,         0
         0,         0,         1,        19,         0,         0,         0,         8,         1,         1
         0,         0,         0,         0,        29,         1,         4,         0,         0,         0
         0,         0,         0,         0,         2,        24,         0,         3,         0,         1
         0,         0,         2,         0,         1,         1,        27,         1,         0,         0
         0,         0,         0,         2,         0,         0,         0,        28,         0,         0
         1,         0,         0,         0,         1,         0,         0,         0,        26,         0
         0,         0,         0,         1,         0,         2,         0,         1,         1,        14
