        21,         0,         2,         1,         0,         5,         3,         0,         7,         3
         1,        26,         1,         8,         0,         9,         0,         3,         1,         2
         1,         0,        18,         2,         0,         0,         1,         0,         1,         1
         0,         0,         1,         9,         1,         2,         0,        10,         2,         2
         3,         0,         1,         0,        26,         3,         1,         0,         0,         3
         1,         0,         0,         2,         1,         7,         0,         4,         0,         1
         1,         0,         0,         1,         3,         2,        26,         0,         0,         2
         0,         0,         0,         2,         0,         0,         0,        23,         0,         1
         0,         0,         0,         0,         1,         0,         0,         0,        17,         0
         0,         0,         0,         1,         2,         2,         0,         2,         4,        13
