         3,         2,         8,         2,         5,        10,         3,         1,        21,         3
         2,        17,         1,         5,         2,         6,         1,        10,         4,         8
         3,         0,         6,         0,         5,         1,         2,         0,         0,         1
         2,         5,         4,         6,         2,         4,         6,        11,         2,         3
         9,         0,         2,         4,         9,         5,         3,         0,         1,         2
         3,         0,         0,         2,         4,         1,         2,         5,         1,         6
         2,         0,         1,         0,         2,         0,         8,         0,         2,         0
         2,         0,         1,         5,         1,         0,         5,         6,         0,         3
         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
         1,         2,         0,         2,         3,         3,         0,         9,         1,         2
