         6,         1,         6,         0,         2,         3,         1,         1,         1,         1
         0,        17,         1,         7,         0,         5,         1,         4,         1,         1
         1,         2,        11,         2,         2,         1,         0,         0,         2,         1
         0,         0,         0,        12,         0,         1,         0,        11,         1,         2
        18,         0,         2,         0,        21,         5,         4,         0,         1,         6
         0,         1,         0,         0,         1,         4,         0,         2,         1,         1
         3,         0,         3,         3,         3,         4,        24,         1,         0,         0
         0,         0,         0,         2,         0,         2,         0,        18,         0,         0
         0,         0,         0,         0,         1,         2,         0,         0,        21,         1
         0,         5,         0,         0,         4,         3,         1,         5,         4,        15
