         9,        24,         7,         5,         0,         9,         1,         0,        18,         2
         0,         0,         0,        13,         1,         2,         0,         0,         0,         0
         4,         0,        11,         2,         1,         2,         1,         4,         0,         1
         0,         0,         0,         3,         0,         0,         0,         0,         0,         0
        11,         1,         1,         1,        18,        15,         3,         8,         5,        12
         0,         0,         0,         1,         0,         0,         0,         0,         0,         0
         4,         0,         4,         1,        10,         2,        26,        26,         0,         6
         0,         0,         0,         0,         0,         0,         0,         3,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         9,         2
         0,         1,         0,         0,         4,         0,         0,         1,         0,         5
