        28,         0,         3,         0,         3,         0,         0,         0,         3,         3
         0,        25,         1,         6,         0,         3,         0,         0,         1,         2
         0,         0,        18,         0,         0,         0,         1,         2,         0,         1
         0,         0,         0,        18,         0,         0,         0,         2,         1,         0
         0,         0,         1,         0,        26,         0,         3,         1,         0,         1
         0,         1,         0,         1,         2,        24,         0,         2,         1,         2
         0,         0,         0,         1,         1,         1,        26,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,        34,         0,         0
         0,         0,         0,         0,         0,         1,         0,         0,        25,         1
         0,         0,         0,         0,         2,         1,         1,         1,         1,        18
