         0,         0,         6,         0,         0,         3,         0,         0,         0,         0
         1,        18,         4,        15,         0,         9,         0,         2,        11,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         6,         0,         5,         1,        14,         2,        21,         0,         1,         4
        21,         7,         8,        10,        15,        15,         8,        37,        18,        20
         0,         0,         0,         0,         2,         0,         2,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         3,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         1,         0,         0,         3,         1,         0,         0,         2,         4
