        24,         0,         1,         0,         1,         1,         2,         0,         4,         6
         0,        26,         0,         1,         0,         3,         0,         1,         1,        10
         4,         0,        21,         1,         0,         0,         3,         0,         1,         0
         0,         0,         0,        21,         0,         0,         0,         2,         0,         1
         0,         0,         0,         0,        27,         1,         1,         0,         0,         0
         0,         0,         0,         2,         1,        22,         0,         2,         0,         0
         0,         0,         0,         0,         1,         0,        25,         2,         0,         0
         0,         0,         0,         1,         1,         1,         0,        34,         0,         0
         0,         0,         0,         0,         2,         0,         0,         0,        24,         0
         0,         0,         1,         0,         1,         2,         0,         1,         2,        11
