         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        28,        25,        23,        25,        30,        29,        30,        42,        32,        28
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         1,         0,         1,         4,         1,         1,         0,         0,         0
