        21,         1,         6,         3,         4,         2,         0,         1,         1,         2
         1,        22,         1,         5,         1,         5,         0,         0,         3,         1
         1,         1,        13,         2,         0,         1,         1,         0,         0,         1
         0,         1,         1,        12,         0,         2,         1,         5,         0,         1
         3,         0,         0,         0,        14,         3,         6,         0,         1,         7
         1,         1,         0,         1,         2,        12,         1,         2,         1,         1
         1,         0,         1,         1,         5,         0,        21,         1,         1,         0
         0,         0,         0,         2,         1,         2,         0,        29,         1,         1
         0,         0,         1,         0,         3,         1,         0,         1,        17,         1
         0,         0,         0,         0,         4,         2,         1,         3,         7,        13
