        21,         0,         5,         0,         3,         2,         0,         1,         0,         2
         0,        19,         2,         8,         0,         4,         0,         0,         4,         3
         2,         0,        13,         1,         1,         0,         1,         0,         0,         2
         0,         2,         1,        11,         0,         2,         1,         2,         0,         0
         2,         0,         0,         0,        16,         4,         6,         0,         1,         7
         2,         3,         0,         2,         1,        13,         0,         2,         0,         0
         0,         0,         2,         1,         5,         1,        22,         1,         2,         0
         0,         2,         0,         3,         1,         1,         0,        32,         0,         1
         1,         0,         0,         0,         3,         1,         0,         2,        20,         1
         0,         0,         0,         0,         4,         2,         1,         2,         5,        12
