        24,         0,         2,         0,         0,         0,         2,         0,         2,         3
         0,        23,         0,         2,         0,         2,         0,         0,         1,         4
         0,         0,        18,         1,         0,         1,         1,         1,         1,         0
         0,         3,         1,        17,         0,         0,         0,         2,         0,         0
         4,         0,         0,         0,        28,         0,         2,         0,         0,         3
         0,         0,         0,         0,         2,        25,         0,         0,         1,         4
         0,         0,         1,         0,         1,         1,        25,         1,         0,         0
         0,         0,         0,         5,         0,         0,         0,        35,         0,         0
         0,         0,         1,         0,         0,         0,         0,         0,        26,         0
         0,         0,         0,         1,         3,         1,         1,         3,         1,        14
