        15,         0,         5,         3,         4,         2,         0,         1,         2,         2
         0,        18,         2,         3,         0,         3,         0,         0,         2,         1
         4,         0,        11,         2,         0,         0,         0,         0,         0,         1
         0,         2,         1,        10,         0,         2,         1,         3,         0,         0
         2,         0,         0,         0,        17,         3,         5,         0,         1,         7
         5,         4,         0,         3,         1,        15,         1,         2,         1,         1
         1,         1,         3,         1,         4,         1,        23,         1,         2,         0
         0,         0,         0,         4,         1,         1,         0,        31,         0,         3
         1,         0,         0,         0,         2,         1,         0,         1,        19,         1
         0,         1,         1,         0,         5,         2,         1,         3,         5,        12
