        23,         0,         2,         0,         1,         1,         2,         1,         5,         4
         0,        26,         0,         1,         1,         1,         0,         0,         1,         5
         5,         0,        18,         1,         0,         0,         2,         0,         0,         0
         0,         0,         0,        19,         0,         1,         0,         3,         0,         0
         0,         0,         0,         0,        24,         2,         2,         0,         0,         2
         0,         0,         0,         2,         4,        22,         0,         1,         0,         2
         0,         0,         1,         0,         1,         0,        25,         2,         0,         0
         0,         0,         0,         1,         0,         2,         0,        33,         0,         0
         0,         0,         1,         0,         1,         0,         0,         0,        23,         1
         0,         0,         1,         2,         2,         1,         0,         2,         3,        14
