        24,         0,         0,         0,         1,         0,         2,         0,         3,         5
         0,        26,         0,         3,         0,         3,         0,         1,         1,         9
         3,         0,        20,         0,         0,         1,         2,         1,         1,         0
         0,         0,         0,        20,         0,         0,         0,         3,         0,         1
         0,         0,         0,         0,        26,         2,         2,         0,         0,         1
         0,         0,         0,         0,         3,        21,         0,         0,         0,         0
         0,         0,         0,         0,         1,         1,        23,         2,         0,         0
         0,         0,         0,         3,         0,         1,         1,        33,         0,         0
         1,         0,         2,         0,         2,         0,         0,         0,        26,         2
         0,         0,         1,         0,         1,         1,         1,         2,         1,        10
